"","local","corte","gen","block","peso"
"627","AC","10","PM34","1",1049.31379944176
"628","AC","10","PM35","1",810.641638117211
"629","AC","10","PM36","1",1006.74758222864
"630","AC","10","PM37","1",1139.38549653084
"631","AC","10","TANZ","1",936.092706915345
"632","AC","10","PM38","1",801.684854868347
"633","AC","10","PM39","1",996.197673658681
"634","AC","10","PM40","1",1122.38280524148
"635","AC","10","PM41","1",1043.00982171602
"636","AC","10","MASS","1",1408.10261828357
"637","AC","10","PM42","1",759.739315889792
"638","AC","10","PM43","1",542.639149541696
"639","AC","10","PM44","1",1080.9156478157
"640","AC","10","PM45","1",1119.54226991234
"641","AC","10","MILE","1",1128.02942710105
"642","AC","10","PM46","1",1332.1451835173
"643","AC","10","PM47","1",1337.73048797405
"644","AC","10","ARUA","1",260.19585606315
"645","AC","10","PM39","2",1152.28341677152
"646","AC","10","PM33","2",1194.12064958337
"647","AC","10","PM41","2",946.612622769366
"648","AC","10","PM37","2",1135.71052132702
"649","AC","10","PM45","2",1162.88748119074
"650","AC","10","PM36","2",815.791793039492
"651","AC","10","MOMB","2",957.083749295747
"652","AC","10","PM31","2",1251.83898962952
"653","AC","10","PM47","2",1097.90723025981
"654","AC","10","PM43","2",576.002553764008
"655","AC","10","PM35","2",883.360004301313
"656","AC","10","PM30","2",1096.25944189148
"657","AC","10","PM42","2",998.418747734809
"658","AC","10","PM38","2",922.39512896473
"659","AC","10","PM46","2",1455.43617030263
"660","AC","10","TANZ","2",826.882529001931
"661","AC","10","PM44","2",1323.8615794484
"662","AC","10","PM40","2",1559.67508290159
"663","AC","10","PM32","2",1960.95467538928
"664","AC","10","PM34","2",903.515452938489
"665","AC","10","MILE","2",864.513315101628
"666","AC","10","MASS","2",1696.90292931119
"667","AC","10","ARUA","2",657.870450681747
"668","AC","10","PM39","3",1208.72550480298
"669","AC","10","PM35","3",880.083911265525
"670","AC","10","PM30","3",771.14025908295
"671","AC","10","PM44","3",1155.19006061172
"672","AC","10","PM36","3",769.626893807016
"673","AC","10","PM31","3",1242.64821439947
"674","AC","10","PM47","3",1054.99804723544
"675","AC","10","PM43","3",662.124773683444
"676","AC","10","PM38","3",664.779891988206
"677","AC","10","PM40","3",1048.50379257722
"678","AC","10","MASS","3",1348.13178151587
"679","AC","10","PM46","3",1189.46384133666
"680","AC","10","TANZ","3",926.125640027928
"681","AC","10","MILE","3",782.856993503321
"682","AC","10","PM45","3",1305.28092887408
"683","AC","10","PM32","3",1735.14867086007
"684","AC","10","PM37","3",1432.06483594935
"685","AC","10","PM42","3",922.48694320445
"686","AC","10","PM33","3",1132.98944872553
"687","AC","10","MOMB","3",1130.66867667781
"688","AC","10","PM34","3",854.276969016455
"689","AC","10","PM41","3",1010.35004996703
"690","AC","10","ARUA","3",646.787355980113
"691","AC","11","PM30","1",531.987480751939
"692","AC","11","PM31","1",570.946145305877
"693","AC","11","PM32","1",401.942780669121
"694","AC","11","PM33","1",526.264757896622
"695","AC","11","MOMB","1",536.69048673292
"696","AC","11","PM34","1",553.819252401522
"697","AC","11","PM35","1",363.274421140047
"698","AC","11","PM36","1",381.121777086206
"699","AC","11","PM37","1",479.083795729822
"700","AC","11","TANZ","1",489.762015680429
"701","AC","11","PM38","1",506.347994925711
"702","AC","11","PM39","1",632.277848353772
"703","AC","11","PM40","1",641.93855992728
"704","AC","11","PM41","1",690.808570283998
"705","AC","11","MASS","1",669.067034882817
"706","AC","11","PM42","1",410.599294179099
"707","AC","11","PM43","1",270.941384984607
"708","AC","11","PM44","1",471.114120289175
"709","AC","11","PM45","1",368.674084157572
"710","AC","11","MILE","1",500.065014647256
"711","AC","11","PM46","1",552.665847324815
"712","AC","11","PM47","1",566.033307892472
"713","AC","11","ARUA","1",NA
"714","AC","11","PM39","2",440.306318820872
"715","AC","11","PM33","2",554.60503379345
"716","AC","11","PM41","2",521.049513635588
"717","AC","11","PM37","2",457.933506211935
"718","AC","11","PM45","2",470.701403221524
"719","AC","11","PM36","2",367.901354945314
"720","AC","11","MOMB","2",631.137230860929
"721","AC","11","PM31","2",638.594215065252
"722","AC","11","PM47","2",687.651642608829
"723","AC","11","PM43","2",362.549752176617
"724","AC","11","PM35","2",463.981290152622
"725","AC","11","PM30","2",638.669382624674
"726","AC","11","PM42","2",522.418272198374
"727","AC","11","PM38","2",526.544503428474
"728","AC","11","PM46","2",750.42619050204
"729","AC","11","TANZ","2",660.531853620701
"730","AC","11","PM44","2",724.772400533913
"731","AC","11","PM40","2",628.51343313693
"732","AC","11","PM32","2",898.596646069598
"733","AC","11","PM34","2",328.61328361145
"734","AC","11","MILE","2",577.51512490242
"735","AC","11","MASS","2",786.29440297864
"736","AC","11","ARUA","2",NA
"737","AC","11","PM39","3",537.369075964633
"738","AC","11","PM35","3",371.96690390325
"739","AC","11","PM30","3",594.043259151292
"740","AC","11","PM44","3",637.136693343032
"741","AC","11","PM36","3",362.292567600925
"742","AC","11","PM31","3",454.842996777906
"743","AC","11","PM47","3",621.464230681972
"744","AC","11","PM43","3",462.478624035962
"745","AC","11","PM38","3",432.278942024543
"746","AC","11","PM40","3",496.641117924546
"747","AC","11","MASS","3",569.591254523945
"748","AC","11","PM46","3",639.746842484591
"749","AC","11","TANZ","3",639.359922685203
"750","AC","11","MILE","3",588.724447471222
"751","AC","11","PM45","3",535.259612006843
"752","AC","11","PM32","3",888.759398576076
"753","AC","11","PM37","3",705.010092194089
"754","AC","11","PM42","3",616.732153505409
"755","AC","11","PM33","3",563.874482803234
"756","AC","11","MOMB","3",655.968656608409
"757","AC","11","PM34","3",468.373884128249
"758","AC","11","PM41","3",705.485048983627
"759","AC","11","ARUA","3",463.821124205621
"760","AC","12","PM30","1",727.035120932206
"761","AC","12","PM31","1",624.047137386155
"762","AC","12","PM32","1",374.582396317925
"763","AC","12","PM33","1",354.724974715344
"764","AC","12","MOMB","1",458.091690699156
"765","AC","12","PM34","1",413.241099250812
"766","AC","12","PM35","1",287.327152443058
"767","AC","12","PM36","1",421.872645810322
"768","AC","12","PM37","1",421.528294561308
"769","AC","12","TANZ","1",402.487360205033
"770","AC","12","PM38","1",512.971164056278
"771","AC","12","PM39","1",493.669907012362
"772","AC","12","PM40","1",636.050159311019
"773","AC","12","PM41","1",630.808319015802
"774","AC","12","MASS","1",766.189620758483
"775","AC","12","PM42","1",490.02830436462
"776","AC","12","PM43","1",497.224565662936
"777","AC","12","PM44","1",613.220416749707
"778","AC","12","PM45","1",558.322253131557
"779","AC","12","MILE","1",626.87430378942
"780","AC","12","PM46","1",698.01555796237
"781","AC","12","PM47","1",747.7836279013
"782","AC","12","ARUA","1",286.734351657149
"783","AC","12","PM39","2",779.774494310999
"784","AC","12","PM33","2",902.985239966229
"785","AC","12","PM41","2",822.853169572108
"786","AC","12","PM37","2",846.844691828777
"787","AC","12","PM45","2",849.514723596
"788","AC","12","PM36","2",644.788464623438
"789","AC","12","MOMB","2",802.30716042097
"790","AC","12","PM31","2",907.550362782757
"791","AC","12","PM47","2",854.134650156598
"792","AC","12","PM43","2",631.151643192488
"793","AC","12","PM35","2",893.768411511443
"794","AC","12","PM30","2",878.976
"795","AC","12","PM42","2",659.148845755358
"796","AC","12","PM38","2",626.268542199488
"797","AC","12","PM46","2",835.814159061549
"798","AC","12","TANZ","2",613.469641839642
"799","AC","12","PM44","2",747.878460889451
"800","AC","12","PM40","2",709.963186784326
"801","AC","12","PM32","2",649.058376081662
"802","AC","12","PM34","2",718.377141679089
"803","AC","12","MILE","2",807.525231826461
"804","AC","12","MASS","2",959.232303042122
"805","AC","12","ARUA","2",497.998592497241
"806","AC","12","PM39","3",643.370560697947
"807","AC","12","PM35","3",552.122192043458
"808","AC","12","PM30","3",849.493800543341
"809","AC","12","PM44","3",699.076308762342
"810","AC","12","PM36","3",679.808219911886
"811","AC","12","PM31","3",912.884632619302
"812","AC","12","PM47","3",673.449494949495
"813","AC","12","PM43","3",620.010341400678
"814","AC","12","PM38","3",636.835794694124
"815","AC","12","PM40","3",717.522078629432
"816","AC","12","MASS","3",916.344460541051
"817","AC","12","PM46","3",662.961569964407
"818","AC","12","TANZ","3",505.792009574525
"819","AC","12","MILE","3",641.09390848243
"820","AC","12","PM45","3",657.788275301249
"821","AC","12","PM32","3",684.164683406114
"822","AC","12","PM37","3",808.342642454602
"823","AC","12","PM42","3",529.962828542369
"824","AC","12","PM33","3",638.51052775499
"825","AC","12","MOMB","3",718.37058786624
"826","AC","12","PM34","3",553.845835192148
"827","AC","12","PM41","3",668.298564593301
"828","AC","12","ARUA","3",551.417050443578
"829","AC","13","PM30","1",2187.20566929103
"830","AC","13","PM31","1",2591.30833308152
"831","AC","13","PM32","1",2093.56967944913
"832","AC","13","PM33","1",2181.08146281397
"833","AC","13","MOMB","1",1753.2098800897
"834","AC","13","PM34","1",2079.86562418568
"835","AC","13","PM35","1",1697.46224414163
"836","AC","13","PM36","1",2381.97883590662
"837","AC","13","PM37","1",2032.24227759794
"838","AC","13","TANZ","1",1900.16044504091
"839","AC","13","PM38","1",2294.33709217236
"840","AC","13","PM39","1",2203.71272050244
"841","AC","13","PM40","1",2806.99810302751
"842","AC","13","PM41","1",2292.80930050864
"843","AC","13","MASS","1",2822.565982849
"844","AC","13","PM42","1",1742.45110493846
"845","AC","13","PM43","1",1429.51155469339
"846","AC","13","PM44","1",2303.85050759626
"847","AC","13","PM45","1",2071.11549096899
"848","AC","13","MILE","1",1797.7898134258
"849","AC","13","PM46","1",2150.17256104614
"850","AC","13","PM47","1",2330.11375071105
"851","AC","13","ARUA","1",733.0521518743
"852","AC","13","PM39","2",2453.73093096618
"853","AC","13","PM33","2",2470.24745344048
"854","AC","13","PM41","2",2111.2582365521
"855","AC","13","PM37","2",1860.91406196154
"856","AC","13","PM45","2",2083.52169622107
"857","AC","13","PM36","2",2025.63904061691
"858","AC","13","MOMB","2",1804.06020851313
"859","AC","13","PM31","2",2605.69483132157
"860","AC","13","PM47","2",2420.59932303404
"861","AC","13","PM43","2",1288.6425333746
"862","AC","13","PM35","2",2952.90516384543
"863","AC","13","PM30","2",2303.82054419365
"864","AC","13","PM42","2",1747.02677023952
"865","AC","13","PM38","2",1724.7569012385
"866","AC","13","PM46","2",2155.57760504985
"867","AC","13","TANZ","2",2331.58050514599
"868","AC","13","PM44","2",1684.41987616323
"869","AC","13","PM40","2",3284.38772314438
"870","AC","13","PM32","2",1894.28200139497
"871","AC","13","PM34","2",2550.95812287625
"872","AC","13","MILE","2",1828.77409868279
"873","AC","13","MASS","2",3226.46184884269
"874","AC","13","ARUA","2",771.993815832255
"875","AC","13","PM39","3",1961.5150861675
"876","AC","13","PM35","3",2170.58407513623
"877","AC","13","PM30","3",2132.22153737172
"878","AC","13","PM44","3",2070.4140295716
"879","AC","13","PM36","3",1920.9804244616
"880","AC","13","PM31","3",2197.57674744175
"881","AC","13","PM47","3",1597.42980062946
"882","AC","13","PM43","3",1399.40881528347
"883","AC","13","PM38","3",1398.42608083212
"884","AC","13","PM40","3",1627.12557166192
"885","AC","13","MASS","3",2456.05585793612
"886","AC","13","PM46","3",1700.22404681327
"887","AC","13","TANZ","3",1188.84719684283
"888","AC","13","MILE","3",1304.32611002897
"889","AC","13","PM45","3",1455.09218975622
"890","AC","13","PM32","3",1746.17424117408
"891","AC","13","PM37","3",1958.62838320397
"892","AC","13","PM42","3",1376.90652241947
"893","AC","13","PM33","3",1663.28280952602
"894","AC","13","MOMB","3",1819.17681788921
"895","AC","13","PM34","3",1709.05800688646
"896","AC","13","PM41","3",1742.12691881627
"897","AC","13","ARUA","3",818.732059378332
"898","AC","14","PM30","1",2366.04707155716
"899","AC","14","PM31","1",2057.47506309338
"900","AC","14","PM32","1",2034.80503268618
"901","AC","14","PM33","1",1651.9072769953
"902","AC","14","MOMB","1",1552.66816737288
"903","AC","14","PM34","1",1659.92156862745
"904","AC","14","PM35","1",1509.87865113726
"905","AC","14","PM36","1",1990.90855768667
"906","AC","14","PM37","1",1490.78918683235
"907","AC","14","TANZ","1",1635.13040712468
"908","AC","14","PM38","1",1831.21459903752
"909","AC","14","PM39","1",2429.40608806931
"910","AC","14","PM40","1",2378.66630468664
"911","AC","14","PM41","1",1864.46618026572
"912","AC","14","MASS","1",2293.06516084005
"913","AC","14","PM42","1",1322.33194449001
"914","AC","14","PM43","1",1355.51425838984
"915","AC","14","PM44","1",1441.33099824869
"916","AC","14","PM45","1",1845.97432905484
"917","AC","14","MILE","1",2030.90283130363
"918","AC","14","PM46","1",2187.75454644452
"919","AC","14","PM47","1",2302.39324782054
"920","AC","14","ARUA","1",580.962439765001
"921","AC","14","PM39","2",2631.83183183183
"922","AC","14","PM33","2",2551.2467191601
"923","AC","14","PM41","2",2265.5667908462
"924","AC","14","PM37","2",1531.76969659709
"925","AC","14","PM45","2",1613.44745111919
"926","AC","14","PM36","2",2018.54641411066
"927","AC","14","MOMB","2",1764.73695658929
"928","AC","14","PM31","2",2529.4856891514
"929","AC","14","PM47","2",1958.3804569102
"930","AC","14","PM43","2",1753.48870666091
"931","AC","14","PM35","2",1972.46758441385
"932","AC","14","PM30","2",1833.78329733621
"933","AC","14","PM42","2",1824.18649830015
"934","AC","14","PM38","2",1851.84345479082
"935","AC","14","PM46","2",2294.19659285235
"936","AC","14","TANZ","2",1807.47694334651
"937","AC","14","PM44","2",1707.72608085859
"938","AC","14","PM40","2",2793.63082627119
"939","AC","14","PM32","2",2183.60694252739
"940","AC","14","PM34","2",1934.20680554246
"941","AC","14","MILE","2",1894.46865681423
"942","AC","14","MASS","2",2600.29667910805
"943","AC","14","ARUA","2",598.039215686274
"944","AC","14","PM39","3",2138.13586606568
"945","AC","14","PM35","3",1807.48553822938
"946","AC","14","PM30","3",1870.60280054645
"947","AC","14","PM44","3",1823.50083433665
"948","AC","14","PM36","3",2010.25
"949","AC","14","PM31","3",2296.73009623797
"950","AC","14","PM47","3",1430.916007117
"951","AC","14","PM43","3",1257.30824580622
"952","AC","14","PM38","3",1598.54919709839
"953","AC","14","PM40","3",1986.86295725543
"954","AC","14","MASS","3",2529.85963556757
"955","AC","14","PM46","3",1948.64455203699
"956","AC","14","TANZ","3",1313.86223075283
"957","AC","14","MILE","3",1595.77102971128
"958","AC","14","PM45","3",1373.0483044645
"959","AC","14","PM32","3",2269.85471366213
"960","AC","14","PM37","3",1717.75449296049
"961","AC","14","PM42","3",1497.03590221808
"962","AC","14","PM33","3",1689.68518155908
"963","AC","14","MOMB","3",1831.75255043838
"964","AC","14","PM34","3",1683.80230880231
"965","AC","14","PM41","3",1798.07723857335
"966","AC","14","ARUA","3",809.63949373163
"967","AC","15","PM30","1",1856.41968143419
"968","AC","15","PM31","1",1246.72563267901
"969","AC","15","PM32","1",1584.63153061559
"970","AC","15","PM33","1",1429.92381261144
"971","AC","15","MOMB","1",1466.91258307629
"972","AC","15","PM34","1",1423.77337733773
"973","AC","15","PM35","1",1278.70200518692
"974","AC","15","PM36","1",1430.59148128988
"975","AC","15","PM37","1",883.505598621877
"976","AC","15","TANZ","1",1203.80534211489
"977","AC","15","PM38","1",1556.69933565744
"978","AC","15","PM39","1",1823.2656291216
"979","AC","15","PM40","1",2277.22541638872
"980","AC","15","PM41","1",2117.01645290841
"981","AC","15","MASS","1",1749.84103542346
"982","AC","15","PM42","1",1172.92644757433
"983","AC","15","PM43","1",839.474896361124
"984","AC","15","PM44","1",1111.87214611872
"985","AC","15","PM45","1",1095.4448729166
"986","AC","15","MILE","1",1480.74207847644
"987","AC","15","PM46","1",1722.47987632603
"988","AC","15","PM47","1",1606.0585885486
"989","AC","15","ARUA","1",368.558034270934
"990","AC","15","PM39","2",2070.19030580752
"991","AC","15","PM33","2",2394.90325028456
"992","AC","15","PM41","2",1744.45941652699
"993","AC","15","PM37","2",1218.14811323719
"994","AC","15","PM45","2",1629.00073295871
"995","AC","15","PM36","2",1570.73691391851
"996","AC","15","MOMB","2",1575.58304426555
"997","AC","15","PM31","2",1850.15784527995
"998","AC","15","PM47","2",1684.26455026455
"999","AC","15","PM43","2",834.354838709677
"1000","AC","15","PM35","2",1812.93395769417
"1001","AC","15","PM30","2",1942.93142531773
"1002","AC","15","PM42","2",1606.83600462399
"1003","AC","15","PM38","2",1675.43337303163
"1004","AC","15","PM46","2",1899.89599583983
"1005","AC","15","TANZ","2",1482.66745616222
"1006","AC","15","PM44","2",1552.74450778198
"1007","AC","15","PM40","2",2475.26692134391
"1008","AC","15","PM32","2",2106.27928772259
"1009","AC","15","PM34","2",1538.72429130161
"1010","AC","15","MILE","2",1174.54626221602
"1011","AC","15","MASS","2",1897.60144674641
"1012","AC","15","ARUA","2",243.944995147272
"1013","AC","15","PM39","3",1312.0603387177
"1014","AC","15","PM35","3",1058.80215846557
"1015","AC","15","PM30","3",1157.20034303054
"1016","AC","15","PM44","3",966.04369292056
"1017","AC","15","PM36","3",1363.51976772109
"1018","AC","15","PM31","3",1158.96205141421
"1019","AC","15","PM47","3",1002.04700293768
"1020","AC","15","PM43","3",787.285244617588
"1021","AC","15","PM38","3",1109.64883563587
"1022","AC","15","PM40","3",1544.94799017302
"1023","AC","15","MASS","3",1698.17245159711
"1024","AC","15","PM46","3",1157.78036110762
"1025","AC","15","TANZ","3",738.625650152011
"1026","AC","15","MILE","3",1219.6742885343
"1027","AC","15","PM45","3",1139.77377654663
"1028","AC","15","PM32","3",1893.64262280929
"1029","AC","15","PM37","3",1339.97128410013
"1030","AC","15","PM42","3",897.467412750267
"1031","AC","15","PM33","3",1006.4796215901
"1032","AC","15","MOMB","3",1193.76333497456
"1033","AC","15","PM34","3",946.107982775754
"1034","AC","15","PM41","3",1056.35734343368
"1035","AC","15","ARUA","3",123.434987103626
"1036","AC","16","PM30","1",3764.62332431502
"1037","AC","16","PM31","1",3235.07141040152
"1038","AC","16","PM32","1",2765.45158466109
"1039","AC","16","PM33","1",2602.49862236901
"1040","AC","16","MOMB","1",3084.18115582351
"1041","AC","16","PM34","1",2452.82548214182
"1042","AC","16","PM35","1",2262.8185131314
